2025-05-14 13:47:21.932 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-vscode.vscode-selfhost-test-provider' wants API proposal 'attributableCoverage' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.932 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-toolsai.datawrangler' wants API proposal 'debugFocus' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.932 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-python.python' wants API proposal 'contribIssueReporter' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.932 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-python.debugpy' wants API proposal 'contribIssueReporter' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.932 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-azuretools.vscode-azure-github-copilot' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.932 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-vscode.cpptools' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.933 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'vscjava.vscode-java-pack' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.933 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'apidev.azure-api-center' wants API proposal 'chatParticipant' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.933 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'apidev.azure-api-center' wants API proposal 'languageModels' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-05-14 13:47:21.964 [warning] Missing property "modes" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-05-14 13:47:21.964 [warning] Missing property "modes2" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-05-14 13:47:21.965 [warning] Missing property "modes3" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-05-14 13:47:21.965 [warning] Missing property "explicitEnableOrDisable" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-05-14 13:47:21.965 [warning] Missing property "lastBackgroundBugbotAt" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-05-14 13:47:21.965 [warning] Missing property "cppConfig" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-05-14 13:47:22.306 [info] Started local extension host with pid 45734.
2025-05-14 13:47:22.814 [info] Placing extension(s) vscodevim.vim on a separate extension host.
2025-05-14 13:47:23.056 [info] Started local extension host with pid 45784.
2025-05-14 13:47:23.338 [warning] No search provider registered for scheme: file, waiting
2025-05-14 13:47:23.617 [error] [Extension Host] (node:45734) ExperimentalWarning: Use `importAttributes` instead of `importAssertions`
(Use `exe --trace-warnings ...` to show where the warning was created)
2025-05-14 13:47:24.189 [error] [Extension Host] (node:45784) ExperimentalWarning: Use `importAttributes` instead of `importAssertions`
(Use `exe --trace-warnings ...` to show where the warning was created)
2025-05-14 13:47:24.865 [error] Bundled Anysphere extension 'anysphere.remote-ssh' not found
2025-05-14 13:47:24.865 [error] Bundled Anysphere extension 'anysphere.remote-wsl' not found
2025-05-14 13:47:24.865 [error] Bundled Anysphere extension 'anysphere.remote-containers' not found
2025-05-14 13:47:25.455 [error] ENOENT: no such file or directory, open '/home/amy/.config/Cursor/User/globalStorage/vscodevim.vim/.registers': Error: ENOENT: no such file or directory, open '/home/amy/.config/Cursor/User/globalStorage/vscodevim.vim/.registers' ENOENT: no such file or directory, open '/home/amy/.config/Cursor/User/globalStorage/vscodevim.vim/.registers'
2025-05-14 13:47:25.803 [info] [perf] Render performance baseline is 26ms
2025-05-14 13:47:26.783 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async uti.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:650:13502)
    at async Object.fn (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:5358:50926) [unauthenticated] Error
2025-05-14 13:47:26.786 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async uti.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:650:13502)
    at async Object.fn (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2287:82675) [unauthenticated] Error
2025-05-14 13:47:26.791 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.getDefaultModelNudgeData (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async uti.performDefaultModelRequest (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:650:14290) [unauthenticated] Error
2025-05-14 13:47:26.796 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.getEmail (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async tgt.getEmailAndSignUpType (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:204008) [unauthenticated] Error
2025-05-14 13:47:26.800 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async uti.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:650:13502)
    at async Nci.z (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:1017:7197) [unauthenticated] Error
2025-05-14 13:47:26.803 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async uti.availableDocs (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:650:13502)
    at async Object.fn (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2287:82675) [unauthenticated] Error
2025-05-14 13:47:26.847 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.availableModels (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async L6i.keepCppModelStateUpdated (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:5320:11905)
    at async L6i.loadCppConfigIncludingHandlingProAccess (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:5337:1055) [unauthenticated] Error
2025-05-14 13:47:26.973 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.cppEditHistoryStatus (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async O6i.pollTelemEnabled (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:5347:22242) [unauthenticated] Error
2025-05-14 13:47:27.459 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2772:205877)
    at async Object.getEmail (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:44691)
    at async tgt.getEmailAndSignUpType (vscode-file://vscode-app/tmp/.mount_cursorEdECjD/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:454:204008) [unauthenticated] Error
2025-05-14 13:47:30.371 [info] Starting polling for login
2025-05-14 13:47:30.571 [info] Beginning of Login Poll
2025-05-14 13:47:30.771 [info] Beginning of Login Poll
2025-05-14 13:47:30.971 [info] Beginning of Login Poll
2025-05-14 13:47:31.043 [info] Got login result 404
2025-05-14 13:47:31.171 [info] Beginning of Login Poll
2025-05-14 13:47:31.277 [info] Got login result 404
2025-05-14 13:47:31.371 [info] Beginning of Login Poll
2025-05-14 13:47:31.511 [info] Got login result 404
2025-05-14 13:47:31.571 [info] Beginning of Login Poll
2025-05-14 13:47:31.746 [info] Got login result 404
2025-05-14 13:47:31.771 [info] Beginning of Login Poll
2025-05-14 13:47:31.975 [info] Beginning of Login Poll
2025-05-14 13:47:31.980 [info] Got login result 404
2025-05-14 13:47:32.171 [info] Beginning of Login Poll
2025-05-14 13:47:32.215 [info] Got login result 404
2025-05-14 13:47:32.370 [info] Beginning of Login Poll
2025-05-14 13:47:32.451 [info] Got login result 404
2025-05-14 13:47:32.571 [info] Beginning of Login Poll
2025-05-14 13:47:32.686 [info] Got login result 404
2025-05-14 13:47:32.771 [info] Beginning of Login Poll
2025-05-14 13:47:32.920 [info] Got login result 404
2025-05-14 13:47:32.970 [info] Beginning of Login Poll
2025-05-14 13:47:33.156 [info] Got login result 404
2025-05-14 13:47:33.170 [info] Beginning of Login Poll
2025-05-14 13:47:33.370 [info] Beginning of Login Poll
2025-05-14 13:47:33.391 [info] Got login result 404
2025-05-14 13:47:33.570 [info] Beginning of Login Poll
2025-05-14 13:47:33.626 [info] Got login result 404
2025-05-14 13:47:33.771 [info] Beginning of Login Poll
2025-05-14 13:47:33.862 [info] Got login result 404
2025-05-14 13:47:33.970 [info] Beginning of Login Poll
2025-05-14 13:47:34.094 [info] Got login result 404
2025-05-14 13:47:34.170 [info] Beginning of Login Poll
2025-05-14 13:47:34.333 [info] Got login result 404
2025-05-14 13:47:34.371 [info] Beginning of Login Poll
2025-05-14 13:47:34.566 [info] Got login result 404
2025-05-14 13:47:34.570 [info] Beginning of Login Poll
2025-05-14 13:47:34.771 [info] Beginning of Login Poll
2025-05-14 13:47:34.801 [info] Got login result 404
2025-05-14 13:47:34.971 [info] Beginning of Login Poll
2025-05-14 13:47:35.036 [info] Got login result 404
2025-05-14 13:47:35.171 [info] Beginning of Login Poll
2025-05-14 13:47:35.336 [info] Got login result 404
2025-05-14 13:47:35.371 [info] Beginning of Login Poll
2025-05-14 13:47:35.569 [info] Got login result 404
2025-05-14 13:47:35.572 [info] Beginning of Login Poll
2025-05-14 13:47:35.771 [info] Beginning of Login Poll
2025-05-14 13:47:35.807 [info] Got login result 404
2025-05-14 13:47:35.970 [info] Beginning of Login Poll
2025-05-14 13:47:36.042 [info] Got login result 404
2025-05-14 13:47:36.170 [info] Beginning of Login Poll
2025-05-14 13:47:36.279 [info] Got login result 404
2025-05-14 13:47:36.371 [info] Beginning of Login Poll
2025-05-14 13:47:36.513 [info] Got login result 404
2025-05-14 13:47:36.571 [info] Beginning of Login Poll
2025-05-14 13:47:36.748 [info] Got login result 404
2025-05-14 13:47:36.771 [info] Beginning of Login Poll
2025-05-14 13:47:36.971 [info] Beginning of Login Poll
2025-05-14 13:47:36.981 [info] Got login result 404
2025-05-14 13:47:37.171 [info] Beginning of Login Poll
2025-05-14 13:47:37.218 [info] Got login result 404
2025-05-14 13:47:37.371 [info] Beginning of Login Poll
2025-05-14 13:47:37.456 [info] Got login result 404
2025-05-14 13:47:37.571 [info] Beginning of Login Poll
2025-05-14 13:47:37.691 [info] Got login result 404
2025-05-14 13:47:37.771 [info] Beginning of Login Poll
2025-05-14 13:47:37.932 [info] Got login result 404
2025-05-14 13:47:37.970 [info] Beginning of Login Poll
2025-05-14 13:47:38.168 [info] Got login result 404
2025-05-14 13:47:38.170 [info] Beginning of Login Poll
2025-05-14 13:47:38.371 [info] Beginning of Login Poll
2025-05-14 13:47:38.404 [info] Got login result 404
2025-05-14 13:47:38.571 [info] Beginning of Login Poll
2025-05-14 13:47:38.638 [info] Got login result 404
2025-05-14 13:47:38.771 [info] Beginning of Login Poll
2025-05-14 13:47:38.872 [info] Got login result 404
2025-05-14 13:47:38.971 [info] Beginning of Login Poll
2025-05-14 13:47:39.109 [info] Got login result 404
2025-05-14 13:47:39.171 [info] Beginning of Login Poll
2025-05-14 13:47:39.344 [info] Got login result 404
2025-05-14 13:47:39.370 [info] Beginning of Login Poll
2025-05-14 13:47:39.571 [info] Beginning of Login Poll
2025-05-14 13:47:39.576 [info] Got login result 404
2025-05-14 13:47:39.771 [info] Beginning of Login Poll
2025-05-14 13:47:39.813 [info] Got login result 404
2025-05-14 13:47:39.971 [info] Beginning of Login Poll
2025-05-14 13:47:40.048 [info] Got login result 404
2025-05-14 13:47:40.171 [info] Beginning of Login Poll
2025-05-14 13:47:40.282 [info] Got login result 404
2025-05-14 13:47:40.371 [info] Beginning of Login Poll
2025-05-14 13:47:40.518 [info] Got login result 404
2025-05-14 13:47:40.570 [info] Beginning of Login Poll
2025-05-14 13:47:40.751 [info] Got login result 404
2025-05-14 13:47:40.770 [info] Beginning of Login Poll
2025-05-14 13:47:40.971 [info] Beginning of Login Poll
2025-05-14 13:47:40.998 [info] Got login result 404
2025-05-14 13:47:41.171 [info] Beginning of Login Poll
2025-05-14 13:47:41.233 [info] Got login result 404
2025-05-14 13:47:41.370 [info] Beginning of Login Poll
2025-05-14 13:47:41.469 [info] Got login result 404
2025-05-14 13:47:41.571 [info] Beginning of Login Poll
2025-05-14 13:47:41.703 [info] Got login result 404
2025-05-14 13:47:41.771 [info] Beginning of Login Poll
2025-05-14 13:47:41.936 [info] Got login result 404
2025-05-14 13:47:41.970 [info] Beginning of Login Poll
2025-05-14 13:47:42.170 [info] Got login result 404
2025-05-14 13:47:42.170 [info] Beginning of Login Poll
2025-05-14 13:47:42.371 [info] Beginning of Login Poll
2025-05-14 13:47:42.404 [info] Got login result 404
2025-05-14 13:47:42.570 [info] Beginning of Login Poll
2025-05-14 13:47:42.638 [info] Got login result 404
2025-05-14 13:47:42.771 [info] Beginning of Login Poll
2025-05-14 13:47:42.872 [info] Got login result 404
2025-05-14 13:47:42.970 [info] Beginning of Login Poll
2025-05-14 13:47:43.116 [info] Got login result 404
2025-05-14 13:47:43.170 [info] Beginning of Login Poll
2025-05-14 13:47:43.352 [info] Got login result 404
2025-05-14 13:47:43.370 [info] Beginning of Login Poll
2025-05-14 13:47:43.570 [info] Beginning of Login Poll
2025-05-14 13:47:43.586 [info] Got login result 404
2025-05-14 13:47:43.770 [info] Beginning of Login Poll
2025-05-14 13:47:43.822 [info] Got login result 404
2025-05-14 13:47:43.970 [info] Beginning of Login Poll
2025-05-14 13:47:44.058 [info] Got login result 404
2025-05-14 13:47:44.171 [info] Beginning of Login Poll
2025-05-14 13:47:44.291 [info] Got login result 404
2025-05-14 13:47:44.370 [info] Beginning of Login Poll
2025-05-14 13:47:44.526 [info] Got login result 404
2025-05-14 13:47:44.571 [info] Beginning of Login Poll
2025-05-14 13:47:44.763 [info] Got login result 404
2025-05-14 13:47:44.770 [info] Beginning of Login Poll
2025-05-14 13:47:44.971 [info] Beginning of Login Poll
2025-05-14 13:47:44.996 [info] Got login result 404
2025-05-14 13:47:45.171 [info] Beginning of Login Poll
2025-05-14 13:47:45.230 [info] Got login result 404
2025-05-14 13:47:45.371 [info] Beginning of Login Poll
2025-05-14 13:47:45.469 [info] Got login result 404
2025-05-14 13:47:45.571 [info] Beginning of Login Poll
2025-05-14 13:47:45.703 [info] Got login result 404
2025-05-14 13:47:45.770 [info] Beginning of Login Poll
2025-05-14 13:47:45.938 [info] Got login result 404
2025-05-14 13:47:45.971 [info] Beginning of Login Poll
2025-05-14 13:47:46.170 [info] Beginning of Login Poll
2025-05-14 13:47:46.172 [info] Got login result 404
2025-05-14 13:47:46.371 [info] Beginning of Login Poll
2025-05-14 13:47:46.408 [info] Got login result 404
2025-05-14 13:47:46.571 [info] Beginning of Login Poll
2025-05-14 13:47:46.703 [info] Got login result 404
2025-05-14 13:47:46.771 [info] Beginning of Login Poll
2025-05-14 13:47:46.940 [info] Got login result 404
2025-05-14 13:47:46.970 [info] Beginning of Login Poll
2025-05-14 13:47:47.171 [info] Beginning of Login Poll
2025-05-14 13:47:47.173 [info] Got login result 404
2025-05-14 13:47:47.371 [info] Beginning of Login Poll
2025-05-14 13:47:47.406 [info] Got login result 404
2025-05-14 13:47:47.571 [info] Beginning of Login Poll
2025-05-14 13:47:47.639 [info] Got login result 404
2025-05-14 13:47:47.770 [info] Beginning of Login Poll
2025-05-14 13:47:47.872 [info] Got login result 404
2025-05-14 13:47:47.971 [info] Beginning of Login Poll
2025-05-14 13:47:48.112 [info] Got login result 404
2025-05-14 13:47:48.171 [info] Beginning of Login Poll
2025-05-14 13:47:48.346 [info] Got login result 404
2025-05-14 13:47:48.370 [info] Beginning of Login Poll
2025-05-14 13:47:48.571 [info] Beginning of Login Poll
2025-05-14 13:47:48.580 [info] Got login result 404
2025-05-14 13:47:48.771 [info] Beginning of Login Poll
2025-05-14 13:47:48.813 [info] Got login result 404
2025-05-14 13:47:48.971 [info] Beginning of Login Poll
2025-05-14 13:47:49.048 [info] Got login result 404
2025-05-14 13:47:49.171 [info] Beginning of Login Poll
2025-05-14 13:47:49.282 [info] Got login result 404
2025-05-14 13:47:49.371 [info] Beginning of Login Poll
2025-05-14 13:47:49.517 [info] Got login result 404
2025-05-14 13:47:49.571 [info] Beginning of Login Poll
2025-05-14 13:47:49.751 [info] Got login result 404
2025-05-14 13:47:49.770 [info] Beginning of Login Poll
2025-05-14 13:47:49.971 [info] Beginning of Login Poll
2025-05-14 13:47:49.984 [info] Got login result 404
2025-05-14 13:47:50.171 [info] Beginning of Login Poll
2025-05-14 13:47:50.220 [info] Got login result 200
